artist_id,artist_id_matrix,play_count
ar_418,418,2455341
ar_419,419,8088930
ar_420,420,136616299
ar_421,421,522717
ar_422,422,49480692
ar_423,423,26583590
ar_424,424,318089
ar_425,425,43281604
ar_426,426,3760768
ar_427,427,2153926
ar_428,428,891344
ar_429,429,8636341
ar_430,430,698278
ar_431,431,20794979
ar_432,432,3734
ar_433,433,3960
ar_434,434,34639606
ar_435,435,2033106
ar_436,436,10669326
ar_437,437,212071
ar_438,438,1703900
ar_439,439,38425389
ar_440,440,47868275
ar_441,441,259013
ar_442,442,259013
ar_443,443,96107680
ar_444,444,60298702
ar_445,445,37890897
ar_446,446,14650917
ar_447,447,63891897
ar_448,448,83488916
ar_449,449,5389189
ar_450,450,13359293
ar_451,451,123091873
ar_452,452,42213761
ar_453,453,11318023
ar_454,454,12304755
ar_455,455,35088752
ar_456,456,22966405
ar_457,457,11607361
ar_458,458,79733344
ar_459,459,20304282
ar_460,460,141053270
ar_461,461,3715043
ar_462,462,42530109
ar_463,463,13711391
ar_464,464,5299510
ar_465,465,39042565
ar_466,466,3471504
ar_467,467,10390740
ar_468,468,4704177
ar_469,469,81118419
ar_470,470,11212620
ar_471,471,13028756
ar_472,472,11190175
ar_473,473,12018786
ar_474,474,80097317
ar_475,475,123954009
ar_476,476,1481902
ar_477,477,34212798
ar_478,478,38649649
ar_479,479,2590142
ar_480,480,259013
ar_481,481,349916
ar_482,482,626899
ar_483,483,71964
ar_484,484,19884069
ar_485,485,9923
ar_486,486,133496573
ar_487,487,5838600
ar_488,488,121042
ar_489,489,3168
ar_490,490,1037185
ar_491,491,69998
ar_492,492,203512
ar_493,493,10677
ar_494,494,280
ar_495,495,201564
ar_496,496,259013
ar_497,497,45083
ar_498,498,22500
ar_499,499,9699
ar_500,500,17274
ar_501,501,79966
ar_502,502,259013
ar_503,503,15531
ar_504,504,37259
ar_505,505,22518
ar_506,506,83692878
ar_507,507,16232
ar_508,508,190211
ar_509,509,69766
ar_510,510,31038
ar_511,511,1374181
ar_512,512,11600654
ar_513,513,142980
ar_514,514,162072096
ar_515,515,53312
ar_516,516,90322
ar_517,517,123416613
ar_518,518,16300421
ar_519,519,24287257
ar_520,520,27931679
ar_521,521,24668291
ar_522,522,51465287
ar_523,523,26206
ar_524,524,66051171
ar_525,525,223801
ar_526,526,1611551
ar_527,527,6059419
ar_528,528,110504
ar_529,529,14975844
ar_530,530,199330
ar_531,531,11211311
ar_532,532,14976781
ar_533,533,10997355
ar_534,534,1186
ar_535,535,40790091
ar_536,536,1709759
ar_537,537,2673111
ar_538,538,1614742
ar_539,539,3585762
ar_540,540,52850612
ar_541,541,9894890
ar_542,542,37486980
ar_543,543,10053899
ar_544,544,32715083
ar_545,545,8423253
ar_546,546,12568163
ar_547,547,64894
ar_548,548,325053
ar_549,549,861423
ar_550,550,72867558
ar_551,551,29070186
ar_552,552,10996201
ar_553,553,22994219
ar_554,554,2257893
ar_555,555,202546691
ar_556,556,27462
ar_557,557,95470896
ar_558,558,56549
ar_559,559,908736
ar_560,560,72553215
ar_561,561,2202887
ar_562,562,17476630
ar_563,563,7723596
ar_564,564,1285898
ar_565,565,158128555
ar_566,566,4156075
ar_567,567,404481829
ar_568,568,25510392
ar_569,569,7793614
ar_570,570,36325236
ar_571,571,12363619
ar_572,572,580543
ar_573,573,23810647
ar_574,574,8191284
ar_575,575,264276
ar_576,576,5384035
ar_577,577,259013
ar_578,578,865071
ar_579,579,90394
ar_580,580,90917
ar_581,581,2336437
ar_582,582,22591113
ar_583,583,31465
ar_584,584,5244414
ar_585,585,19765
ar_586,586,2791098
ar_587,587,3015193
ar_588,588,9607438
ar_589,589,26349205
ar_590,590,2368559
ar_591,591,981414
ar_592,592,13040369
ar_593,593,3099880
ar_594,594,5722819
ar_595,595,61537310
ar_596,596,230989
ar_597,597,2935713
ar_598,598,1809756
ar_599,599,32312209
ar_600,600,4334907
ar_601,601,12579005
ar_602,602,38541562
ar_603,603,36399
ar_604,604,11129513
ar_605,605,3085362
ar_606,606,8600118
ar_607,607,52580848
ar_608,608,92166684
ar_609,609,2353311
ar_610,610,4083994
ar_611,611,210657036
ar_612,612,30986802
ar_613,613,3198523
ar_614,614,16658078
ar_615,615,259013
ar_616,616,2654214
ar_617,617,47549
ar_618,618,53016969
ar_619,619,259013
ar_620,620,16291717
ar_621,621,9397949
ar_622,622,18970051
ar_623,623,151628169
ar_624,624,42940891
ar_625,625,16996371
ar_626,626,3702649
ar_627,627,26891728
ar_628,628,1099469
ar_629,629,1460908
ar_630,630,34701918
ar_631,631,259013
ar_632,632,2401055
ar_633,633,8239752
ar_634,634,26389707
ar_635,635,633748
ar_636,636,441
ar_637,637,17818
ar_638,638,6110613
ar_639,639,1367409
ar_640,640,24496
ar_641,641,14711
ar_642,642,880993
ar_643,643,557413
ar_644,644,9076381
ar_645,645,11329
ar_646,646,15476
ar_647,647,23773720
ar_648,648,13211
ar_649,649,1962067
ar_650,650,233290
ar_651,651,9359580
ar_652,652,4114118
ar_653,653,140966
ar_654,654,704730
ar_655,655,270058962
ar_656,656,2962728
ar_657,657,12133482
ar_658,658,25997414
ar_659,659,142663737
ar_660,660,36691561
ar_661,661,23660053
ar_662,662,23203308
ar_663,663,2351345
ar_664,664,26957444
ar_665,665,23717593
ar_666,666,83526832
ar_667,667,9193267
ar_668,668,35083673
ar_669,669,7891009
ar_670,670,17518796
ar_671,671,259013
ar_672,672,4814726
ar_673,673,76643675
ar_674,674,863424
ar_675,675,21457639
ar_676,676,6441608
ar_677,677,974719
ar_678,678,1319738
ar_679,679,33908385
ar_680,680,56101659
ar_681,681,4260643
ar_682,682,3007754
ar_683,683,2574397
ar_684,684,15185159
ar_685,685,6120301
ar_686,686,2613925
ar_687,687,6691824
ar_688,688,41496591
ar_689,689,66345079
ar_690,690,20939391
ar_691,691,5505986
ar_692,692,4469777
ar_693,693,39783039
ar_694,694,22310179
ar_695,695,38712016
ar_696,696,1587814
ar_697,697,49772
ar_698,698,1283078
ar_699,699,6742258
ar_700,700,5138381
ar_701,701,38421756
ar_702,702,259013
ar_703,703,245904
ar_704,704,2071372
ar_705,705,222936
ar_706,706,459646
ar_707,707,23929
ar_708,708,64162
ar_709,709,15955766
ar_710,710,14459140
ar_711,711,6012576
ar_712,712,95001852
ar_713,713,9736603
ar_714,714,9292622
ar_715,715,8995010
ar_716,716,59564710
ar_717,717,32952570
ar_718,718,7179363
ar_719,719,125305482
ar_720,720,49532857
ar_721,721,29452739
ar_722,722,720288
ar_723,723,2229682
ar_724,724,20240
ar_725,725,82881784
ar_726,726,660259
ar_727,727,17829354
ar_728,728,233014
ar_729,729,332111
ar_730,730,297242
ar_731,731,225694
ar_732,732,1006169
ar_733,733,16917556
ar_734,734,1863547
ar_735,735,200084
ar_736,736,932488
ar_737,737,19812867
ar_738,738,556508
ar_739,739,1770932
ar_740,740,32387912
ar_741,741,7986199
ar_742,742,11663612
ar_743,743,2522544
ar_744,744,5236717
ar_745,745,10665248
ar_746,746,6260916
ar_747,747,1874782
ar_748,748,38672940
ar_749,749,3731884
ar_750,750,273219
ar_751,751,1121626
ar_752,752,1059730
ar_753,753,37678567
ar_754,754,297242
ar_755,755,19547262
ar_756,756,5585862
ar_757,757,113337
ar_758,758,1333525
ar_759,759,22333096
ar_760,760,17340137
ar_761,761,1555442
ar_762,762,25494549
ar_763,763,11532838
ar_764,764,25984053
ar_765,765,1419832
ar_766,766,7221898
ar_767,767,29527680
ar_768,768,1674026
ar_769,769,228855163
ar_770,770,26426473
ar_771,771,2084650
ar_772,772,47827375
ar_773,773,61038
ar_774,774,48527122
ar_775,775,2755609
ar_776,776,1786922
ar_777,777,25357884
ar_778,778,835515
ar_779,779,23843510
ar_780,780,393090
ar_781,781,2771770
ar_782,782,631249
ar_783,783,4681411
ar_784,784,10149426
ar_785,785,4287760
ar_786,786,1313609
ar_787,787,462921
ar_788,788,19618469
ar_789,789,3061794
ar_790,790,259013
ar_791,791,3317870
ar_792,792,259013
ar_793,793,8199
ar_794,794,1490299
ar_795,795,20212251
ar_796,796,3868249
ar_797,797,86543173
ar_798,798,856232
ar_799,799,386814
ar_800,800,3750062
ar_801,801,4666
ar_802,802,106458
ar_803,803,7019270
ar_804,804,3457288
ar_805,805,61498
ar_806,806,1597371
ar_807,807,4892680
ar_808,808,236887
ar_809,809,937276
ar_810,810,259013
ar_811,811,272257858
ar_812,812,8792926
ar_813,813,81336745
ar_814,814,1709373
ar_815,815,46620925
ar_816,816,259013
ar_817,817,2674583
ar_818,818,213430
ar_819,819,782098
ar_820,820,1041691
ar_821,821,259013
ar_822,822,8837886
ar_823,823,39232411
ar_824,824,1339916
ar_825,825,2852
ar_826,826,259013
ar_827,827,963998
ar_828,828,15265185
ar_829,829,43301
ar_830,830,2168291
ar_831,831,859621
ar_832,832,218807
ar_833,833,99252
ar_834,834,539401
ar_835,835,2141318
ar_836,836,235453
ar_837,837,4466334
ar_838,838,47457800
ar_839,839,6035230
ar_840,840,3739955
ar_841,841,28709
ar_842,842,1267520
ar_843,843,260978
ar_844,844,8353
ar_845,845,1265080
ar_846,846,910778
ar_847,847,2745127
ar_848,848,1745051
ar_849,849,3183860
ar_850,850,17881018
ar_851,851,14247606
ar_852,852,4262748
ar_853,853,2314295
ar_854,854,9492
ar_855,855,757
ar_856,856,259013
ar_857,857,1606688
ar_858,858,1846482
ar_859,859,331378
ar_860,860,223057
ar_861,861,172869
ar_862,862,51547827
ar_863,863,269246
ar_864,864,4417499
ar_865,865,234601
ar_866,866,54668
ar_867,867,3197015
ar_868,868,762279
ar_869,869,2348717
ar_870,870,6983759
ar_871,871,4061873
ar_872,872,259013
ar_873,873,310497
ar_874,874,288418
ar_875,875,369353
ar_876,876,9993868
ar_877,877,1783913
ar_878,878,1282908
ar_879,879,612434
ar_880,880,175608
ar_881,881,318461
ar_882,882,1255905
ar_883,883,19325
ar_884,884,2177240
ar_885,885,3394481
ar_886,886,147407
ar_887,887,49412
ar_888,888,62488
ar_889,889,792915
ar_890,890,259
ar_891,891,859393
ar_892,892,906238
ar_893,893,7710991
ar_894,894,4327537
ar_895,895,938516
ar_896,896,781539
ar_897,897,39606
ar_898,898,335823
ar_899,899,9011010
ar_900,900,1190514
ar_901,901,12197688
ar_902,902,1275034
ar_903,903,16171
ar_904,904,128583
ar_905,905,7888
ar_906,906,262233
ar_907,907,837878
ar_908,908,8802286
ar_909,909,88920262
ar_910,910,226944
ar_911,911,1388198
ar_912,912,51468
ar_913,913,2044271
ar_914,914,39677
ar_915,915,17616910
ar_916,916,313924
ar_917,917,551134
ar_918,918,21151856
ar_919,919,1345102
ar_920,920,181714
ar_921,921,20962658
ar_922,922,22806962
ar_923,923,90880334
ar_924,924,6195255
ar_925,925,6045772
ar_926,926,8153349
ar_927,927,1838976
ar_928,928,5731224
ar_929,929,259013
ar_930,930,1069729
ar_931,931,8189455
ar_932,932,12934358
ar_933,933,264086
ar_934,934,128291
ar_935,935,10131616
ar_936,936,82605542
ar_937,937,256572627
ar_938,938,7487897
ar_939,939,16932511
ar_940,940,2950793
ar_941,941,81553191
ar_942,942,147895321
ar_943,943,866300
ar_944,944,44564796
ar_945,945,2776835
ar_946,946,15359195
ar_947,947,1273824
ar_948,948,3174666
ar_949,949,1591530
ar_950,950,4888202
ar_951,951,1111265
ar_952,952,1624597
ar_953,953,639402
ar_954,954,1493871
ar_955,955,16379162
ar_956,956,811391
ar_957,957,297242
ar_958,958,274650
ar_959,959,2022188
ar_960,960,579600
ar_961,961,3731075
ar_962,962,10280813
ar_963,963,3148452
ar_964,964,2891049
ar_965,965,7429456
ar_966,966,8310700
ar_967,967,1716750
ar_968,968,8636
ar_969,969,21674000
ar_970,970,378700
ar_971,971,3283753
ar_972,972,4747829
ar_973,973,16777339
ar_974,974,156293
ar_975,975,87370351
ar_976,976,2774039
ar_977,977,121268
ar_978,978,259
ar_979,979,590383
ar_980,980,2078427
ar_981,981,11070
ar_982,982,14185849
ar_983,983,16199623
ar_984,984,16765621
ar_985,985,7234173
ar_986,986,948693
ar_987,987,8213503
ar_988,988,350609
ar_989,989,104597
ar_990,990,16073418
ar_991,991,867602
ar_992,992,2208474
ar_993,993,2239
ar_994,994,10518699
ar_995,995,150662
ar_996,996,1223702
ar_997,997,10126888
ar_998,998,8218008
ar_999,999,23090854
ar_1000,1000,59855665
ar_1001,1001,5696900
ar_1002,1002,1551439
ar_1003,1003,12003141
ar_1004,1004,313160
ar_1005,1005,3806510
ar_1006,1006,177577
ar_1007,1007,4344221
ar_1008,1008,10892017
ar_1009,1009,7360122
ar_1010,1010,224870
ar_1011,1011,2175285
ar_1012,1012,11986341
ar_1013,1013,3476001
ar_1014,1014,4115730
ar_1015,1015,71418646
ar_1016,1016,770806
ar_1017,1017,2700156
ar_1018,1018,142902
ar_1019,1019,7158234
ar_1020,1020,4032840
ar_1021,1021,788270
ar_1022,1022,2548441
ar_1023,1023,4836620
ar_1024,1024,727432
ar_1025,1025,310868
ar_1026,1026,1296556
ar_1027,1027,939841
ar_1028,1028,3831537
ar_1029,1029,9673527
ar_1030,1030,1381506
ar_1031,1031,10907917
ar_1032,1032,3844326
ar_1033,1033,92722
ar_1034,1034,841984
ar_1035,1035,5664731
ar_1036,1036,635596
ar_1037,1037,4060567
ar_1038,1038,21730978
ar_1039,1039,129326
ar_1040,1040,1818623
ar_1041,1041,2267484
ar_1042,1042,500808
ar_1043,1043,350311
ar_1044,1044,359413
ar_1045,1045,1521600
ar_1046,1046,2297820
ar_1047,1047,2084227
ar_1048,1048,128409
ar_1049,1049,5657034
ar_1050,1050,501148
ar_1051,1051,287082
ar_1052,1052,310705
ar_1053,1053,329493
ar_1054,1054,4600980
ar_1055,1055,84842
ar_1056,1056,2925677
ar_1057,1057,19225457
ar_1058,1058,12379997
ar_1059,1059,21756013
ar_1060,1060,11608278
ar_1061,1061,80687905
ar_1062,1062,5306780
ar_1063,1063,1413700
ar_1064,1064,358206
ar_1065,1065,1119478
ar_1066,1066,185234
ar_1067,1067,2851171
ar_1068,1068,14445363
ar_1069,1069,228397
ar_1070,1070,1328328
ar_1071,1071,431099
ar_1072,1072,21715957
ar_1073,1073,7289403
ar_1074,1074,43605028
ar_1075,1075,17911834
ar_1076,1076,103293123
ar_1077,1077,3605743
ar_1078,1078,132693022
ar_1079,1079,2681416
ar_1080,1080,21983244
ar_1081,1081,34354583
ar_1082,1082,8667518
ar_1083,1083,34229864
ar_1084,1084,261743
ar_1085,1085,3520585
ar_1086,1086,143700280
ar_1087,1087,78726
ar_1088,1088,108886032
ar_1089,1089,66102430
ar_1090,1090,19305455
ar_1091,1091,9099110
ar_1092,1092,1204325
ar_1093,1093,1774856
ar_1094,1094,44448509
ar_1095,1095,17556424
ar_1096,1096,62932931
ar_1097,1097,104766
ar_1098,1098,516796
ar_1099,1099,12758938
ar_1100,1100,4961387
ar_1101,1101,26713529
ar_1102,1102,11053694
ar_1103,1103,563212
ar_1104,1104,28557913
ar_1105,1105,824394
ar_1106,1106,8281057
ar_1107,1107,33995383
ar_1108,1108,47030268
ar_1109,1109,4616308
ar_1110,1110,163990
ar_1111,1111,8465317
ar_1112,1112,605611
ar_1113,1113,576817
ar_1114,1114,9638088
ar_1115,1115,6200964
ar_1116,1116,176038449
ar_1117,1117,8827030
ar_1118,1118,65406780
ar_1119,1119,1470917
ar_1120,1120,73628
ar_1121,1121,19406650
ar_1122,1122,259013
ar_1123,1123,6336629
ar_1124,1124,195613
ar_1125,1125,6458055
ar_1126,1126,3775537
ar_1127,1127,44195370
ar_1128,1128,2090644
ar_1129,1129,193051
ar_1130,1130,225357
ar_1131,1131,4529838
ar_1132,1132,4870586
ar_1133,1133,664920
ar_1134,1134,259013
ar_1135,1135,51792156
ar_1136,1136,3927504
ar_1137,1137,603500
ar_1138,1138,979481
ar_1139,1139,19239801
ar_1140,1140,946554
ar_1141,1141,11719283
ar_1142,1142,2398011
ar_1143,1143,8690813
ar_1144,1144,20796922
ar_1145,1145,1459493
ar_1146,1146,407607
ar_1147,1147,2349912
ar_1148,1148,1410217
ar_1149,1149,3302013
ar_1150,1150,1103889
ar_1151,1151,10337349
ar_1152,1152,588222
ar_1153,1153,5053545
ar_1154,1154,35053930
ar_1155,1155,906897
ar_1156,1156,1635670
ar_1157,1157,1793157
ar_1158,1158,4071031
ar_1159,1159,11455102
ar_1160,1160,444105
ar_1161,1161,9138591
ar_1162,1162,93511
ar_1163,1163,26758898
ar_1164,1164,6655490
ar_1165,1165,1522812
ar_1166,1166,6679348
ar_1167,1167,1461715
ar_1168,1168,470023
ar_1169,1169,17964657
ar_1170,1170,3032770
ar_1171,1171,1022048
ar_1172,1172,1230960
ar_1173,1173,444533
ar_1174,1174,21891186
ar_1175,1175,4682536
ar_1176,1176,5013
ar_1177,1177,3856548
ar_1178,1178,3059841
ar_1179,1179,1099929
ar_1180,1180,146067
ar_1181,1181,123227
ar_1182,1182,159602486
ar_1183,1183,5183541
ar_1184,1184,115405
ar_1185,1185,1924557
ar_1186,1186,153325765
ar_1187,1187,35765257
ar_1188,1188,199642
ar_1189,1189,1352485
ar_1190,1190,8437326
ar_1191,1191,452981
ar_1192,1192,476572
ar_1193,1193,3000536
ar_1194,1194,2299873
ar_1195,1195,435685
ar_1196,1196,2279321
ar_1197,1197,486926510
ar_1198,1198,246075199
ar_1199,1199,2637077
ar_1200,1200,11253036
ar_1201,1201,2530424
ar_1202,1202,932882
ar_1203,1203,32287173
ar_1204,1204,2406321
ar_1205,1205,723606
ar_1206,1206,25045056
ar_1207,1207,6499522
ar_1208,1208,41191160
ar_1209,1209,26215901
ar_1210,1210,13005908
ar_1211,1211,50196766
ar_1212,1212,19478941
ar_1213,1213,23055
ar_1214,1214,942897
ar_1215,1215,587566
ar_1216,1216,700901
ar_1217,1217,259013
ar_1218,1218,4362589
ar_1219,1219,4745045
ar_1220,1220,4955583
ar_1221,1221,14381307
ar_1222,1222,472457
ar_1223,1223,1122499
ar_1224,1224,259013
ar_1225,1225,1652211
ar_1226,1226,6680394
ar_1227,1227,13312203
ar_1228,1228,347846
ar_1229,1229,5520549
ar_1230,1230,273788
ar_1231,1231,136875
ar_1232,1232,259013
ar_1233,1233,377198
ar_1234,1234,1950568
ar_1235,1235,1300248
ar_1236,1236,179134003
ar_1237,1237,517066
ar_1238,1238,4385923
ar_1239,1239,335269
ar_1240,1240,5938803
ar_1241,1241,416825
ar_1242,1242,260519265
ar_1243,1243,3064411
ar_1244,1244,608224
ar_1245,1245,4058188
ar_1246,1246,19877919
ar_1247,1247,120339
ar_1248,1248,1326540
ar_1249,1249,11050010
ar_1250,1250,2225670
ar_1251,1251,5500753
